6.152824759483337402e-01,2.281412631273269653e-01
1.962572038173675537e-01,3.747607171535491943e-01
4.750465154647827148e-01,2.303470671176910400e-01
5.646544098854064941e-01,2.270904332399368286e-01
5.102999806404113770e-01,2.418149262666702271e-01
2.123818397521972656e-01,3.617158234119415283e-01
1.374178975820541382e-01,4.342443943023681641e-01
3.524375855922698975e-01,2.854393720626831055e-01
6.829516291618347168e-01,2.052736580371856689e-01
7.592946290969848633e-02,4.416917562484741211e-01
5.522895455360412598e-01,2.738151550292968750e-01
5.102999806404113770e-01,2.418149262666702271e-01
5.245036482810974121e-01,2.421918362379074097e-01
6.418234109878540039e-02,4.938502311706542969e-01
9.039459824562072754e-01,1.486647725105285645e-01
7.061131000518798828e-01,2.070913910865783691e-01
8.302580118179321289e-01,1.634751558303833008e-01
8.684219419956207275e-02,4.357168972492218018e-01
8.283853530883789062e-01,1.800767034292221069e-01
3.095400333404541016e-01,2.979868650436401367e-01
6.992725729942321777e-01,1.934364587068557739e-01
8.449118733406066895e-01,1.545931547880172729e-01
3.773690462112426758e-01,3.003963828086853027e-01
6.014552116394042969e-01,2.057963460683822632e-01
7.986149191856384277e-01,1.848661899566650391e-01
3.211355209350585938e-01,3.280512988567352295e-01
3.172009587287902832e-01,2.926528453826904297e-01
3.056221306324005127e-01,3.202812671661376953e-01
4.713852703571319580e-01,2.618193328380584717e-01
8.193306326866149902e-01,1.571624577045440674e-01
3.909465074539184570e-01,2.754248380661010742e-01
3.773690462112426758e-01,3.003963828086853027e-01
2.688886225223541260e-01,3.380911052227020264e-01
8.875173330307006836e-01,1.301591396331787109e-01
6.611078977584838867e-01,1.948419362306594849e-01
5.592935681343078613e-01,2.516525089740753174e-01
5.699904561042785645e-01,2.336945831775665283e-01
8.595983386039733887e-01,1.309053301811218262e-01
7.566377520561218262e-01,1.753417849540710449e-01
3.413572013378143311e-01,2.905420064926147461e-01
7.495046257972717285e-01,1.898341476917266846e-01
1.097101345658302307e-01,4.363250434398651123e-01
5.393597483634948730e-01,2.627100348472595215e-01
8.306132555007934570e-01,1.575326919555664062e-01
5.222680568695068359e-01,2.439708262681961060e-01
9.033840894699096680e-01,1.579260826110839844e-01
4.865456819534301758e-01,2.637468278408050537e-01
5.654572248458862305e-01,2.448913455009460449e-01
3.139131367206573486e-01,3.075229525566101074e-01
4.740137457847595215e-01,2.555822730064392090e-01
7.824255228042602539e-01,1.725843995809555054e-01
8.562647104263305664e-01,1.741485893726348877e-01
7.481793761253356934e-01,1.880680918693542480e-01
5.410565733909606934e-01,2.377538383007049561e-01
8.311304450035095215e-02,3.985264003276824951e-01
5.172542929649353027e-01,2.537313699722290039e-01
3.251258730888366699e-01,2.891378700733184814e-01
6.705478578805923462e-02,4.925457537174224854e-01
5.220655798912048340e-01,2.386768460273742676e-01
5.996392965316772461e-01,2.316502332687377930e-01
3.804508447647094727e-01,2.893359959125518799e-01
5.399070978164672852e-01,2.339885681867599487e-01
