1.873610466718673706e-01,6.390355527400970459e-02,-3.049113973975181580e-02,-1.104852333664894104e-01,1.734145134687423706e-01,-9.995962679386138916e-02,9.093603491783142090e-02,-7.285077869892120361e-02,1.809045672416687012e-01,7.569019496440887451e-02,-1.218869537115097046e-01,2.179387658834457397e-01,1.786103993654251099e-01,-2.906551361083984375e-01,3.262755572795867920e-01,-1.750715225934982300e-01,2.592609524726867676e-01,-9.730524569749832153e-02,3.091706931591033936e-01,1.755226552486419678e-01,3.820882141590118408e-01,4.689534381031990051e-02,1.316786259412765503e-01,-1.904262751340866089e-01,1.735965348780155182e-02,-1.674654781818389893e-01,-1.571418019011616707e-03,-2.012500613927841187e-01,-8.798430114984512329e-02,-2.058234959840774536e-01,-2.778372168540954590e-01,5.700443685054779053e-02,-2.078040242195129395e-01,-1.216051401570439339e-03,-2.438700795173645020e-01,-4.521220624446868896e-01,5.197118520736694336e-01,-1.502064168453216553e-01,-1.626482233405113220e-02,-2.279864549636840820e-01
2.345941960811614990e-01,9.865579009056091309e-02,4.471446573734283447e-02,-1.071556881070137024e-01,2.381687015295028687e-01,-1.534002423286437988e-01,1.924484223127365112e-01,-5.372885614633560181e-02,2.605455815792083740e-01,1.657251417636871338e-01,-1.610322892665863037e-01,3.441212177276611328e-01,2.970667183399200439e-01,-3.305242359638214111e-01,3.402521312236785889e-01,-2.571364343166351318e-01,3.212645351886749268e-01,-8.680978417396545410e-02,2.872354090213775635e-01,2.418083399534225464e-01,3.867631852626800537e-01,8.939383178949356079e-02,4.970415681600570679e-02,-2.878153324127197266e-01,1.601179316639900208e-02,-9.558674693107604980e-02,-5.189994350075721741e-02,-2.858511507511138916e-01,-1.108456701040267944e-01,-1.505530327558517456e-01,-2.112742811441421509e-01,1.362810134887695312e-01,-2.649355232715606689e-01,6.087264977395534515e-03,-2.659411728382110596e-01,-4.510494470596313477e-01,5.576318502426147461e-01,-1.949315816164016724e-01,-2.995125204324722290e-02,-2.309209853410720825e-01
2.309121936559677124e-01,1.011140570044517517e-01,2.561045624315738678e-02,-1.124237552285194397e-01,2.412495315074920654e-01,-1.463512480258941650e-01,1.997278481721878052e-01,-5.775193497538566589e-02,2.417708486318588257e-01,1.763244718313217163e-01,-1.628444492816925049e-01,3.294369876384735107e-01,2.716033160686492920e-01,-3.443855941295623779e-01,3.338136374950408936e-01,-2.427074611186981201e-01,3.397814631462097168e-01,-7.908863574266433716e-02,2.864326238632202148e-01,2.224964648485183716e-01,3.853541612625122070e-01,1.009905934333801270e-01,4.996485263109207153e-02,-2.748930156230926514e-01,1.528095826506614685e-02,-8.345103263854980469e-02,-1.538599375635385513e-02,-2.816058397293090820e-01,-1.129402145743370056e-01,-1.932936906814575195e-01,-2.083349525928497314e-01,1.336366236209869385e-01,-2.694618105888366699e-01,-7.007317617535591125e-05,-2.645629048347473145e-01,-4.496345221996307373e-01,5.609455108642578125e-01,-1.826900839805603027e-01,-3.452999144792556763e-02,-2.607382237911224365e-01
2.255795300006866455e-01,1.089143157005310059e-01,2.769382484257221222e-02,-1.301397681236267090e-01,2.691542506217956543e-01,-1.446596682071685791e-01,2.111106514930725098e-01,-4.776711016893386841e-02,2.443549484014511108e-01,1.958166509866714478e-01,-1.579994857311248779e-01,3.331993818283081055e-01,3.004998862743377686e-01,-3.447921872138977051e-01,3.129159510135650635e-01,-2.277958244085311890e-01,3.417887389659881592e-01,-8.815138041973114014e-02,3.147979378700256348e-01,2.399150878190994263e-01,3.739674091339111328e-01,9.950619935989379883e-02,4.030000045895576477e-02,-2.757617235183715820e-01,-5.314299836754798889e-03,-7.435394078493118286e-02,-3.328598802909255028e-03,-2.916571497917175293e-01,-1.037851572036743164e-01,-1.667589098215103149e-01,-1.896678358316421509e-01,1.359857767820358276e-01,-2.589868903160095215e-01,2.458511665463447571e-02,-2.780007719993591309e-01,-4.578961730003356934e-01,5.567690134048461914e-01,-1.831052303314208984e-01,-2.884996496140956879e-02,-2.528403997421264648e-01
2.234403342008590698e-01,1.045844256877899170e-01,2.756386809051036835e-02,-1.061626449227333069e-01,2.337297797203063965e-01,-1.393489986658096313e-01,1.934065967798233032e-01,-5.964944884181022644e-02,2.416848093271255493e-01,1.716118901968002319e-01,-1.557676196098327637e-01,3.213346600532531738e-01,2.699740529060363770e-01,-3.381380438804626465e-01,3.316174745559692383e-01,-2.421973943710327148e-01,3.305677175521850586e-01,-8.051497489213943481e-02,2.955392897129058838e-01,2.233970761299133301e-01,3.881033360958099365e-01,9.401941299438476562e-02,5.303271859884262085e-02,-2.688784003257751465e-01,1.096677593886852264e-02,-9.209613502025604248e-02,-2.198501862585544586e-02,-2.721055746078491211e-01,-1.119493842124938965e-01,-1.915581971406936646e-01,-2.091277688741683960e-01,1.321024596691131592e-01,-2.615675032138824463e-01,6.388197652995586395e-04,-2.627195715904235840e-01,-4.412783086299896240e-01,5.598444938659667969e-01,-1.838743686676025391e-01,-2.706331573426723480e-02,-2.577618062496185303e-01
1.803867518901824951e-01,7.581207156181335449e-02,-4.269559681415557861e-02,-8.576761931180953979e-02,1.340134143829345703e-01,-6.477831304073333740e-02,9.077161550521850586e-02,-7.416754961013793945e-02,1.428453922271728516e-01,8.890282362699508667e-02,-1.174844801425933838e-01,1.810322701930999756e-01,1.637265831232070923e-01,-3.105680644512176514e-01,2.993704676628112793e-01,-1.612792164087295532e-01,2.637582719326019287e-01,-9.835962951183319092e-02,3.399409949779510498e-01,1.711652278900146484e-01,3.811741769313812256e-01,3.422570601105690002e-02,1.374794691801071167e-01,-1.753321439027786255e-01,2.645992115139961243e-02,-1.723887473344802856e-01,4.611090198159217834e-02,-1.851285547018051147e-01,-7.628449052572250366e-02,-2.520116865634918213e-01,-2.785975039005279541e-01,4.435431957244873047e-02,-1.913565546274185181e-01,1.253135502338409424e-03,-2.346812784671783447e-01,-4.377712011337280273e-01,5.310459733009338379e-01,-1.559220552444458008e-01,-3.126975148916244507e-02,-2.517734467983245850e-01
2.309768199920654297e-01,1.064333319664001465e-01,7.043357193470001221e-02,-3.956712782382965088e-03,1.316135525703430176e-01,-1.372452378273010254e-01,1.818777471780776978e-01,-9.512925148010253906e-02,2.246918082237243652e-01,1.790076047182083130e-01,-1.222995296120643616e-01,2.957717478275299072e-01,3.111163973808288574e-01,-3.304160833358764648e-01,3.143978714942932129e-01,-2.930407226085662842e-01,3.022384941577911377e-01,-1.183243095874786377e-01,3.147141039371490479e-01,2.653582990169525146e-01,3.719086050987243652e-01,5.569890141487121582e-03,5.022340267896652222e-02,-3.207551836967468262e-01,8.379273116588592529e-02,-1.271700561046600342e-01,-1.089775701984763145e-03,-2.678172588348388672e-01,-9.876262396574020386e-02,-1.847983896732330322e-01,-2.117853760719299316e-01,1.262231469154357910e-01,-2.660776972770690918e-01,-2.882075123488903046e-02,-2.634217441082000732e-01,-4.019208848476409912e-01,6.047571301460266113e-01,-2.679654359817504883e-01,-3.374738246202468872e-02,-2.698228359222412109e-01
1.345041841268539429e-01,3.749489411711692810e-02,-9.418839216232299805e-02,2.548031210899353027e-01,-3.350559175014495850e-01,9.561835229396820068e-02,-8.383312821388244629e-02,-2.297568619251251221e-01,-1.264077275991439819e-01,1.670246198773384094e-02,4.965202510356903076e-02,-1.733421534299850464e-01,3.248967975378036499e-02,-3.005615472793579102e-01,1.808229386806488037e-01,-1.489644199609756470e-01,1.342786848545074463e-01,-2.316095083951950073e-01,4.512500762939453125e-01,1.343462467193603516e-01,3.211827874183654785e-01,-3.000153899192810059e-01,2.600641846656799316e-01,-1.393823325634002686e-01,2.971718609333038330e-01,-3.822781443595886230e-01,3.471599817276000977e-01,-1.538624800741672516e-02,-4.593274090439081192e-03,-5.009903907775878906e-01,-3.993120491504669189e-01,-1.200781390070915222e-01,-1.259118467569351196e-01,-1.282386183738708496e-01,-1.889916062355041504e-01,-2.941610813140869141e-01,6.294025778770446777e-01,-3.347893357276916504e-01,-8.365700393915176392e-02,-3.840467929840087891e-01
1.325543075799942017e-01,1.022316236048936844e-02,-8.124528080224990845e-02,3.748768270015716553e-01,-4.853139519691467285e-01,1.043118387460708618e-01,-1.524910032749176025e-01,-2.921655178070068359e-01,-1.754236221313476562e-01,-3.485018387436866760e-02,8.527377247810363770e-02,-2.375375479459762573e-01,-5.856054369360208511e-03,-2.708439230918884277e-01,1.811686903238296509e-01,-1.838013976812362671e-01,7.797334343194961548e-02,-2.656528651714324951e-01,4.442833662033081055e-01,1.320556253194808960e-01,3.135230541229248047e-01,-4.061039984226226807e-01,2.945582568645477295e-01,-1.649254262447357178e-01,3.922386765480041504e-01,-4.569899141788482666e-01,3.712678849697113037e-01,3.636602684855461121e-02,4.669930785894393921e-03,-5.393738746643066406e-01,-4.518104195594787598e-01,-1.639589816331863403e-01,-1.272625774145126343e-01,-1.896718591451644897e-01,-1.758860200643539429e-01,-2.491326928138732910e-01,6.655133962631225586e-01,-4.009410440921783447e-01,-9.070486575365066528e-02,-4.073252677917480469e-01
1.105251908302307129e-01,1.111561525613069534e-02,-1.174209192395210266e-01,2.692171037197113037e-01,-3.907612860202789307e-01,1.163122206926345825e-01,-1.571208536624908447e-01,-2.435408830642700195e-01,-1.511227041482925415e-01,-5.615795776247978210e-02,7.105380296707153320e-02,-2.316446304321289062e-01,-2.607901021838188171e-02,-2.656554281711578369e-01,1.970230638980865479e-01,-1.279691159725189209e-01,8.597168326377868652e-02,-2.403355091810226440e-01,4.460281729698181152e-01,1.061184406280517578e-01,3.302960395812988281e-01,-3.337116241455078125e-01,3.090956509113311768e-01,-9.945755451917648315e-02,3.134670257568359375e-01,-4.369806647300720215e-01,3.330094218254089355e-01,3.257947415113449097e-02,2.876702230423688889e-03,-5.099292397499084473e-01,-4.493476748466491699e-01,-1.628624647855758667e-01,-9.884309768676757812e-02,-1.437024474143981934e-01,-1.713604778051376343e-01,-2.875159978866577148e-01,6.099720001220703125e-01,-3.243662118911743164e-01,-7.609786838293075562e-02,-3.619096577167510986e-01
