5.558358430862426758e-01,8.114591240882873535e-01
5.548642873764038086e-01,8.132045269012451172e-01
5.536158680915832520e-01,8.181169629096984863e-01
5.555276870727539062e-01,8.154789805412292480e-01
5.545040965080261230e-01,8.164145946502685547e-01
5.558903217315673828e-01,8.145058751106262207e-01
5.536275506019592285e-01,8.136103749275207520e-01
5.536532998085021973e-01,8.143996596336364746e-01
5.579754710197448730e-01,8.151410222053527832e-01
5.541555881500244141e-01,8.115519881248474121e-01
5.559112429618835449e-01,8.152755498886108398e-01
5.545040965080261230e-01,8.164145946502685547e-01
5.531631112098693848e-01,8.159930706024169922e-01
5.537025928497314453e-01,8.118317723274230957e-01
5.524582862854003906e-01,8.166785836219787598e-01
5.578317642211914062e-01,8.150629401206970215e-01
5.547967553138732910e-01,8.151928782463073730e-01
5.561062693595886230e-01,8.144155740737915039e-01
5.577578544616699219e-01,8.139553070068359375e-01
5.534107685089111328e-01,8.169835209846496582e-01
5.588835477828979492e-01,8.208998441696166992e-01
5.564672946929931641e-01,8.156933188438415527e-01
5.535083413124084473e-01,8.153191804885864258e-01
5.542051196098327637e-01,8.169732093811035156e-01
5.577354431152343750e-01,8.140373229980468750e-01
5.526369810104370117e-01,8.132078051567077637e-01
5.535470247268676758e-01,8.154584765434265137e-01
5.540758967399597168e-01,8.148733973503112793e-01
5.577577352523803711e-01,8.149337172508239746e-01
5.581973195075988770e-01,8.186830282211303711e-01
5.591893792152404785e-01,8.161301612854003906e-01
5.535083413124084473e-01,8.153191804885864258e-01
5.557188391685485840e-01,8.143229484558105469e-01
5.559369921684265137e-01,8.166674375534057617e-01
5.552431344985961914e-01,8.180897235870361328e-01
5.542849302291870117e-01,8.158093094825744629e-01
5.539080500602722168e-01,8.152560591697692871e-01
5.530021786689758301e-01,8.166236281394958496e-01
5.543567538261413574e-01,8.187651634216308594e-01
5.538606047630310059e-01,8.175957798957824707e-01
5.520427823066711426e-01,8.156177997589111328e-01
5.546115040779113770e-01,8.138852715492248535e-01
5.550860762596130371e-01,8.161301612854003906e-01
5.545395016670227051e-01,8.157230615615844727e-01
5.562794208526611328e-01,8.171750903129577637e-01
5.571980476379394531e-01,8.158469200134277344e-01
5.577692389488220215e-01,8.166635632514953613e-01
5.578347444534301758e-01,8.173031210899353027e-01
5.549204945564270020e-01,8.160511255264282227e-01
5.530017614364624023e-01,8.180335164070129395e-01
5.556017756462097168e-01,8.163212537765502930e-01
5.588574409484863281e-01,8.160141110420227051e-01
5.557003021240234375e-01,8.140940070152282715e-01
5.549042224884033203e-01,8.158802390098571777e-01
5.577195286750793457e-01,8.133337497711181641e-01
5.549895167350769043e-01,8.146536946296691895e-01
5.540642142295837402e-01,8.157713413238525391e-01
5.550208687782287598e-01,8.113895058631896973e-01
5.565386414527893066e-01,8.158836960792541504e-01
5.552449822425842285e-01,8.141667842864990234e-01
5.536571145057678223e-01,8.150762319564819336e-01
5.538858771324157715e-01,8.156362771987915039e-01
