19	40
1	2.61E-01	-4.53E-02	-2.36E-01	-4.54E-01	3.66E-01	-1.64E-01	-1.16E-01	-3.30E-01	3.98E-01	5.33E-02	1.89E-01	1.46E-01	4.02E-01	4.18E-01	-2.70E-01	4.46E-02	2.26E-01	4.63E-02	-4.79E-02	1.96E-01	-2.05E-01	-1.95E-01	-1.12E-01	-2.47E-01	1.95E-01	-5.45E-02	5.35E-01	-5.05E-01	1.26E-02	2.92E-01	1.21E-01	3.21E-01	-2.99E-01	6.79E-01	-1.67E-01	-5.29E-01	-1.96E-03	2.41E-01	1.75E-01	-1.86E-01
2	3.07E-01	-1.28E-01	1.19E-01	-2.30E-01	2.69E-01	1.41E-01	-4.00E-02	1.57E-01	-4.51E-02	1.72E-01	-6.77E-02	5.91E-01	4.57E-01	-3.86E-01	-2.45E-01	-1.25E-01	4.74E-01	1.64E-01	-1.26E-01	3.13E-01	9.91E-02	3.98E-01	2.56E-01	-4.31E-01	2.23E-01	-9.42E-02	-6.94E-01	-7.87E-01	-1.02E-01	5.32E-01	-3.13E-01	5.17E-01	-2.35E-01	8.66E-02	-4.46E-02	-4.52E-01	2.32E-01	-7.23E-01	-3.73E-01	5.49E-01
3	2.62E-02	-2.26E-01	-1.37E-01	-3.56E-01	9.17E-01	3.68E-02	2.34E-01	-7.51E-02	-1.89E-01	4.68E-01	-1.76E-02	3.79E-01	2.22E-02	-1.40E-01	3.24E-01	-4.27E-01	6.05E-01	-1.02E-01	-1.82E-01	4.84E-02	2.55E-01	4.27E-01	9.88E-02	-5.97E-01	1.64E-01	4.39E-01	1.77E-01	-4.25E-01	-4.60E-01	-3.59E-01	1.34E-01	4.13E-01	-6.59E-01	-4.03E-01	-1.10E-01	-1.89E-01	4.74E-01	-2.02E-01	-2.45E-01	-4.32E-01
4	1.95E-01	-2.28E-02	1.62E-01	-7.07E-01	6.96E-01	-8.23E-02	-2.22E-01	5.57E-02	-2.34E-03	2.43E-01	-3.26E-02	3.18E-01	6.02E-01	1.47E-01	-4.41E-01	1.85E-01	1.09E-01	2.82E-01	4.11E-01	3.34E-01	-5.14E-02	3.49E-01	-3.49E-01	-3.27E-01	-1.11E-01	1.47E-01	5.89E-01	-5.18E-01	5.39E-01	8.78E-02	2.36E-01	1.44E-01	-2.04E-01	4.75E-01	-5.54E-01	-5.43E-01	6.83E-02	-1.33E-01	1.45E-01	-4.39E-01
5	1.11E-02	-1.34E-01	1.12E-01	-8.77E-02	7.08E-01	-7.07E-02	6.38E-02	-7.76E-02	4.63E-01	2.25E-01	1.74E-01	3.43E-01	6.23E-01	-2.20E-01	1.41E-01	-3.68E-01	-1.28E-01	-2.92E-01	8.61E-02	-1.56E-01	3.98E-01	3.08E-01	-4.82E-01	-9.82E-02	5.06E-02	3.27E-01	-1.12E-01	9.35E-02	-3.27E-01	-6.90E-01	1.59E-01	4.19E-01	-7.97E-01	-1.73E-01	-2.23E-01	1.05E-01	2.55E-01	-4.99E-02	1.72E-01	-4.35E-01
6	-1.36E-02	-4.85E-02	4.60E-01	-2.77E-01	4.95E-01	3.75E-02	-7.51E-02	3.09E-01	-4.26E-01	1.92E-01	-1.41E-01	8.42E-02	2.24E-01	-1.56E-01	-3.18E-01	1.16E-01	-1.98E-01	2.93E-01	2.93E-01	1.27E-01	1.51E-03	5.41E-01	-2.61E-01	-3.59E-02	-3.96E-01	1.78E-01	-9.52E-03	1.46E-01	4.90E-01	-6.71E-02	1.26E-01	-1.22E-01	2.11E-01	-1.94E-01	-1.82E-01	6.88E-02	1.04E-01	-2.99E-01	-5.70E-02	-2.70E-01
7	9.15E-02	7.63E-02	2.57E-01	2.58E-01	-2.14E-01	-1.31E-01	-1.73E-01	1.76E-01	7.32E-01	-2.47E-01	1.73E-01	4.02E-01	1.02E+00	-6.57E-01	1.26E-01	-3.58E-01	-2.60E-01	-2.22E-01	5.72E-01	2.56E-01	4.32E-01	1.58E-01	-1.15E-01	-2.87E-01	-1.45E-01	-1.49E-01	-1.04E+00	-3.21E-01	6.82E-02	5.27E-01	-9.10E-02	3.17E-01	-2.48E-01	3.36E-01	-2.69E-01	3.52E-02	3.50E-01	-7.66E-01	1.11E-01	1.89E-01
8	7.59E-02	2.40E-02	1.48E-01	3.41E-01	-4.62E-01	3.22E-01	2.09E-01	-3.67E-03	-5.40E-01	3.65E-01	5.42E-03	-4.35E-01	3.69E-01	-4.64E-01	-8.26E-02	-1.58E-01	2.33E-01	-3.32E-01	6.45E-01	-5.30E-01	1.21E-01	-9.12E-02	-2.10E-03	-2.94E-02	6.56E-02	-6.91E-02	8.76E-01	-9.80E-02	1.03E-01	-1.03E+00	-1.56E-01	-1.56E-02	-4.37E-01	-2.93E-01	-2.85E-01	-3.69E-01	1.63E-01	-1.32E-01	-2.20E-01	-3.68E-01
9	-4.60E-02	-6.01E-02	2.93E-02	5.95E-01	-1.13E+00	-3.53E-01	-2.81E-01	-3.57E-02	-5.50E-01	-1.27E-01	2.50E-01	-2.10E-01	9.59E-02	-1.47E-01	4.45E-03	-2.92E-01	3.14E-01	-2.61E-01	6.31E-01	-5.65E-02	4.02E-02	-7.35E-01	3.54E-02	-2.07E-01	5.24E-01	-1.69E-01	-1.67E-01	3.31E-01	-6.37E-02	-4.23E-01	-1.67E-01	-1.35E-01	-3.72E-01	-7.47E-01	-6.58E-01	2.34E-01	6.75E-02	-5.11E-01	2.80E-01	-4.78E-01
10	-3.76E-01	3.97E-01	2.91E-03	2.44E-01	-8.02E-01	3.85E-01	-1.90E-01	1.43E-02	-1.56E-01	-1.05E-01	1.02E-01	-7.67E-01	8.74E-03	-3.50E-01	2.51E-01	-2.11E-01	4.63E-01	-3.01E-01	5.52E-01	7.63E-02	1.65E-01	-3.26E-01	2.61E-01	1.21E-01	6.83E-02	-5.75E-02	7.91E-01	-2.85E-01	-9.99E-02	-7.08E-02	2.39E-01	-1.93E-02	1.11E-01	1.50E-01	-3.55E-01	1.25E-01	4.18E-01	-5.46E-01	-1.12E-01	-2.34E-01
